scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,tidal_volume_mL,tidal_volume_mL_per_kg,ie_ratio,peep_cmH2O,flow_pattern,ppeak_cmH2O,pplat_cmH2O,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,delivered_vt_mL,minute_vent_L
VCV_MildARDS_C040_R005_VT10_RR030_PEEP16_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.891870+00:00,True,,40.0,5.0,30,700.0,10.0,1.0,16,decelerating,34.54,33.68,17.68,25.06,0.13,693.0,20.79
VCV_MildARDS_C040_R005_VT10_RR030_PEEP16_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.892262+00:00,True,,40.0,5.0,30,700.0,10.0,0.5,16,square,38.86,33.59,17.59,22.43,0.02,693.0,20.79
VCV_MildARDS_C040_R005_VT10_RR030_PEEP16_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.892651+00:00,True,,40.0,5.0,30,700.0,10.0,0.5,16,decelerating,35.52,33.85,17.85,23.38,0.02,693.0,20.79
VCV_MildARDS_C040_R005_VT10_RR030_PEEP16_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.893047+00:00,True,,40.0,5.0,30,700.0,10.0,0.33,16,square,40.7,33.63,17.63,21.79,0.01,691.2,20.736
VCV_MildARDS_C040_R005_VT10_RR030_PEEP16_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.893437+00:00,True,,40.0,5.0,30,700.0,10.0,0.33,16,decelerating,36.96,33.99,17.99,22.55,0.01,691.2,20.736
VCV_MildARDS_C040_R005_VT10_RR030_PEEP20_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.893824+00:00,True,,40.0,5.0,30,700.0,10.0,1.0,20,square,41.12,37.5,17.5,27.71,0.12,693.0,20.79
VCV_MildARDS_C040_R005_VT10_RR030_PEEP20_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.894207+00:00,True,,40.0,5.0,30,700.0,10.0,1.0,20,decelerating,38.54,37.68,17.68,29.06,0.13,693.0,20.79
VCV_MildARDS_C040_R005_VT10_RR030_PEEP20_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.894603+00:00,True,,40.0,5.0,30,700.0,10.0,0.5,20,square,42.86,37.59,17.59,26.43,0.02,693.0,20.79
VCV_MildARDS_C040_R005_VT10_RR030_PEEP20_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.894997+00:00,True,,40.0,5.0,30,700.0,10.0,0.5,20,decelerating,39.52,37.85,17.85,27.38,0.02,693.0,20.79
VCV_MildARDS_C040_R005_VT10_RR030_PEEP20_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.895392+00:00,True,,40.0,5.0,30,700.0,10.0,0.33,20,square,44.7,37.63,17.63,25.79,0.01,691.2,20.736
VCV_MildARDS_C040_R005_VT10_RR030_PEEP20_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.895782+00:00,True,,40.0,5.0,30,700.0,10.0,0.33,20,decelerating,40.96,37.99,17.99,26.55,0.01,691.2,20.736
VCV_MildARDS_C040_R006_VT04_RR008_PEEP00_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.896685+00:00,True,,40.0,6.0,8,280.0,4.0,1.0,0,square,7.45,7.0,7.0,2.17,0.0,279.25,2.234
VCV_MildARDS_C040_R006_VT04_RR008_PEEP00_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.897147+00:00,True,,40.0,6.0,8,280.0,4.0,1.0,0,decelerating,7.05,7.02,7.02,2.74,0.0,279.25,2.234
VCV_MildARDS_C040_R006_VT04_RR008_PEEP00_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.897636+00:00,True,,40.0,6.0,8,280.0,4.0,0.5,0,square,7.67,7.0,7.0,1.61,0.0,278.88,2.231
VCV_MildARDS_C040_R006_VT04_RR008_PEEP00_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.898098+00:00,True,,40.0,6.0,8,280.0,4.0,0.5,0,decelerating,7.1,7.03,7.03,1.99,0.0,278.88,2.231
VCV_MildARDS_C040_R006_VT04_RR008_PEEP00_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.898600+00:00,True,,40.0,6.0,8,280.0,4.0,0.33,0,square,7.9,7.0,7.0,1.32,0.0,278.36,2.227
VCV_MildARDS_C040_R006_VT04_RR008_PEEP00_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.899081+00:00,True,,40.0,6.0,8,280.0,4.0,0.33,0,decelerating,7.16,7.03,7.03,1.61,0.0,278.36,2.227
VCV_MildARDS_C040_R006_VT04_RR008_PEEP08_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.899542+00:00,True,,40.0,6.0,8,280.0,4.0,1.0,8,square,15.45,15.0,7.0,10.17,0.0,279.25,2.234
VCV_MildARDS_C040_R006_VT04_RR008_PEEP08_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.900013+00:00,True,,40.0,6.0,8,280.0,4.0,1.0,8,decelerating,15.05,15.02,7.02,10.74,0.0,279.25,2.234
VCV_MildARDS_C040_R006_VT04_RR008_PEEP08_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.900495+00:00,True,,40.0,6.0,8,280.0,4.0,0.5,8,square,15.67,15.0,7.0,9.61,0.0,278.88,2.231
VCV_MildARDS_C040_R006_VT04_RR008_PEEP08_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.900970+00:00,True,,40.0,6.0,8,280.0,4.0,0.5,8,decelerating,15.1,15.03,7.03,9.99,0.0,278.88,2.231
VCV_MildARDS_C040_R006_VT04_RR008_PEEP08_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.901450+00:00,True,,40.0,6.0,8,280.0,4.0,0.33,8,square,15.9,15.0,7.0,9.32,0.0,278.36,2.227
VCV_MildARDS_C040_R006_VT04_RR008_PEEP08_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.901929+00:00,True,,40.0,6.0,8,280.0,4.0,0.33,8,decelerating,15.16,15.03,7.03,9.61,0.0,278.36,2.227
VCV_MildARDS_C040_R006_VT04_RR008_PEEP16_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.902405+00:00,True,,40.0,6.0,8,280.0,4.0,1.0,16,square,23.45,23.0,7.0,18.17,0.0,279.25,2.234
VCV_MildARDS_C040_R006_VT04_RR008_PEEP16_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.902865+00:00,True,,40.0,6.0,8,280.0,4.0,1.0,16,decelerating,23.05,23.02,7.02,18.74,0.0,279.25,2.234
VCV_MildARDS_C040_R006_VT04_RR008_PEEP16_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.903349+00:00,True,,40.0,6.0,8,280.0,4.0,0.5,16,square,23.67,23.0,7.0,17.61,0.0,278.88,2.231
VCV_MildARDS_C040_R006_VT04_RR008_PEEP16_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.903817+00:00,True,,40.0,6.0,8,280.0,4.0,0.5,16,decelerating,23.1,23.03,7.03,17.99,0.0,278.88,2.231
VCV_MildARDS_C040_R006_VT04_RR008_PEEP16_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.904291+00:00,True,,40.0,6.0,8,280.0,4.0,0.33,16,square,23.9,23.0,7.0,17.32,0.0,278.36,2.227
VCV_MildARDS_C040_R006_VT04_RR008_PEEP16_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.904779+00:00,True,,40.0,6.0,8,280.0,4.0,0.33,16,decelerating,23.16,23.03,7.03,17.61,0.0,278.36,2.227
VCV_MildARDS_C040_R006_VT04_RR008_PEEP20_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.905281+00:00,True,,40.0,6.0,8,280.0,4.0,1.0,20,square,27.45,27.0,7.0,22.17,0.0,279.25,2.234
VCV_MildARDS_C040_R006_VT04_RR008_PEEP20_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.905732+00:00,True,,40.0,6.0,8,280.0,4.0,1.0,20,decelerating,27.05,27.02,7.02,22.74,0.0,279.25,2.234
VCV_MildARDS_C040_R006_VT04_RR008_PEEP20_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.906194+00:00,True,,40.0,6.0,8,280.0,4.0,0.5,20,square,27.67,27.0,7.0,21.61,0.0,278.88,2.231
VCV_MildARDS_C040_R006_VT04_RR008_PEEP20_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.906665+00:00,True,,40.0,6.0,8,280.0,4.0,0.5,20,decelerating,27.1,27.03,7.03,21.99,0.0,278.88,2.231
VCV_MildARDS_C040_R006_VT04_RR008_PEEP20_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.907142+00:00,True,,40.0,6.0,8,280.0,4.0,0.33,20,square,27.9,27.0,7.0,21.32,0.0,278.36,2.227
VCV_MildARDS_C040_R006_VT04_RR008_PEEP20_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.907629+00:00,True,,40.0,6.0,8,280.0,4.0,0.33,20,decelerating,27.16,27.03,7.03,21.61,0.0,278.36,2.227
VCV_MildARDS_C040_R006_VT04_RR016_PEEP00_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.908041+00:00,True,,40.0,6.0,16,280.0,4.0,1.0,0,square,7.92,7.02,7.02,2.57,0.0,279.25,4.468
VCV_MildARDS_C040_R006_VT04_RR016_PEEP00_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.908457+00:00,True,,40.0,6.0,16,280.0,4.0,1.0,0,decelerating,7.18,7.06,7.06,3.12,0.0,279.25,4.468
VCV_MildARDS_C040_R006_VT04_RR016_PEEP00_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.908867+00:00,True,,40.0,6.0,16,280.0,4.0,0.5,0,square,8.34,7.0,7.0,2.02,0.0,277.76,4.444
VCV_MildARDS_C040_R006_VT04_RR016_PEEP00_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.909273+00:00,True,,40.0,6.0,16,280.0,4.0,0.5,0,decelerating,7.33,7.06,7.06,2.4,0.0,277.76,4.444
VCV_MildARDS_C040_R006_VT04_RR016_PEEP00_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.909683+00:00,True,,40.0,6.0,16,280.0,4.0,0.33,0,square,8.8,7.0,7.0,1.74,0.0,276.85,4.43
VCV_MildARDS_C040_R006_VT04_RR016_PEEP00_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.910091+00:00,True,,40.0,6.0,16,280.0,4.0,0.33,0,decelerating,7.56,7.07,7.07,2.03,0.0,276.85,4.43
VCV_MildARDS_C040_R006_VT04_RR016_PEEP08_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.910506+00:00,True,,40.0,6.0,16,280.0,4.0,1.0,8,square,15.92,15.02,7.02,10.57,0.0,279.25,4.468
VCV_MildARDS_C040_R006_VT04_RR016_PEEP08_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.910915+00:00,True,,40.0,6.0,16,280.0,4.0,1.0,8,decelerating,15.18,15.06,7.06,11.12,0.0,279.25,4.468
VCV_MildARDS_C040_R006_VT04_RR016_PEEP08_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.911328+00:00,True,,40.0,6.0,16,280.0,4.0,0.5,8,square,16.34,15.0,7.0,10.02,0.0,277.76,4.444
VCV_MildARDS_C040_R006_VT04_RR016_PEEP08_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.911754+00:00,True,,40.0,6.0,16,280.0,4.0,0.5,8,decelerating,15.33,15.06,7.06,10.4,0.0,277.76,4.444
VCV_MildARDS_C040_R006_VT04_RR016_PEEP08_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.912167+00:00,True,,40.0,6.0,16,280.0,4.0,0.33,8,square,16.8,15.0,7.0,9.74,0.0,276.85,4.43
VCV_MildARDS_C040_R006_VT04_RR016_PEEP08_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.912584+00:00,True,,40.0,6.0,16,280.0,4.0,0.33,8,decelerating,15.56,15.07,7.07,10.03,0.0,276.85,4.43
VCV_MildARDS_C040_R006_VT04_RR016_PEEP16_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.913011+00:00,True,,40.0,6.0,16,280.0,4.0,1.0,16,square,23.92,23.02,7.02,18.57,0.0,279.25,4.468
VCV_MildARDS_C040_R006_VT04_RR016_PEEP16_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.913433+00:00,True,,40.0,6.0,16,280.0,4.0,1.0,16,decelerating,23.18,23.06,7.06,19.12,0.0,279.25,4.468
VCV_MildARDS_C040_R006_VT04_RR016_PEEP16_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.913847+00:00,True,,40.0,6.0,16,280.0,4.0,0.5,16,square,24.34,23.0,7.0,18.02,0.0,277.76,4.444
VCV_MildARDS_C040_R006_VT04_RR016_PEEP16_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.914260+00:00,True,,40.0,6.0,16,280.0,4.0,0.5,16,decelerating,23.33,23.06,7.06,18.4,0.0,277.76,4.444
VCV_MildARDS_C040_R006_VT04_RR016_PEEP16_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.914673+00:00,True,,40.0,6.0,16,280.0,4.0,0.33,16,square,24.8,23.0,7.0,17.74,0.0,276.85,4.43
VCV_MildARDS_C040_R006_VT04_RR016_PEEP16_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.915116+00:00,True,,40.0,6.0,16,280.0,4.0,0.33,16,decelerating,23.56,23.07,7.07,18.03,0.0,276.85,4.43
VCV_MildARDS_C040_R006_VT04_RR016_PEEP20_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.915524+00:00,True,,40.0,6.0,16,280.0,4.0,1.0,20,square,27.92,27.02,7.02,22.57,0.0,279.25,4.468
VCV_MildARDS_C040_R006_VT04_RR016_PEEP20_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.915974+00:00,True,,40.0,6.0,16,280.0,4.0,1.0,20,decelerating,27.18,27.06,7.06,23.12,0.0,279.25,4.468
VCV_MildARDS_C040_R006_VT04_RR016_PEEP20_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.916433+00:00,True,,40.0,6.0,16,280.0,4.0,0.5,20,square,28.34,27.0,7.0,22.02,0.0,277.76,4.444
VCV_MildARDS_C040_R006_VT04_RR016_PEEP20_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.916853+00:00,True,,40.0,6.0,16,280.0,4.0,0.5,20,decelerating,27.33,27.06,7.06,22.4,0.0,277.76,4.444
VCV_MildARDS_C040_R006_VT04_RR016_PEEP20_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.917261+00:00,True,,40.0,6.0,16,280.0,4.0,0.33,20,square,28.8,27.0,7.0,21.74,0.0,276.85,4.43
VCV_MildARDS_C040_R006_VT04_RR016_PEEP20_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.917667+00:00,True,,40.0,6.0,16,280.0,4.0,0.33,20,decelerating,27.56,27.07,7.07,22.03,0.0,276.85,4.43
VCV_MildARDS_C040_R006_VT04_RR024_PEEP00_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.918068+00:00,True,,40.0,6.0,24,280.0,4.0,1.0,0,square,8.38,7.0,7.0,2.94,0.04,277.76,6.666
VCV_MildARDS_C040_R006_VT04_RR024_PEEP00_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.918455+00:00,True,,40.0,6.0,24,280.0,4.0,1.0,0,decelerating,7.37,7.06,7.06,3.49,0.04,277.76,6.666
VCV_MildARDS_C040_R006_VT04_RR024_PEEP00_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.918859+00:00,True,,40.0,6.0,24,280.0,4.0,0.5,0,square,9.0,6.97,6.97,2.39,0.01,275.52,6.612
VCV_MildARDS_C040_R006_VT04_RR024_PEEP00_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.919263+00:00,True,,40.0,6.0,24,280.0,4.0,0.5,0,decelerating,7.67,7.06,7.06,2.77,0.01,275.52,6.612
VCV_MildARDS_C040_R006_VT04_RR024_PEEP00_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.919659+00:00,True,,40.0,6.0,24,280.0,4.0,0.33,0,square,9.71,7.0,7.0,2.14,0.0,275.35,6.608
VCV_MildARDS_C040_R006_VT04_RR024_PEEP00_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.920082+00:00,True,,40.0,6.0,24,280.0,4.0,0.33,0,decelerating,8.2,7.11,7.11,2.43,0.0,275.35,6.608
VCV_MildARDS_C040_R006_VT04_RR024_PEEP08_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.920476+00:00,True,,40.0,6.0,24,280.0,4.0,1.0,8,square,16.38,15.0,7.0,10.94,0.04,277.76,6.666
VCV_MildARDS_C040_R006_VT04_RR024_PEEP08_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.920882+00:00,True,,40.0,6.0,24,280.0,4.0,1.0,8,decelerating,15.37,15.06,7.06,11.49,0.04,277.76,6.666
VCV_MildARDS_C040_R006_VT04_RR024_PEEP08_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.921281+00:00,True,,40.0,6.0,24,280.0,4.0,0.5,8,square,17.0,14.97,6.97,10.39,0.01,275.52,6.612
VCV_MildARDS_C040_R006_VT04_RR024_PEEP08_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.921691+00:00,True,,40.0,6.0,24,280.0,4.0,0.5,8,decelerating,15.67,15.06,7.06,10.77,0.01,275.52,6.612
VCV_MildARDS_C040_R006_VT04_RR024_PEEP08_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.922099+00:00,True,,40.0,6.0,24,280.0,4.0,0.33,8,square,17.71,15.0,7.0,10.14,0.0,275.35,6.608
VCV_MildARDS_C040_R006_VT04_RR024_PEEP08_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.922530+00:00,True,,40.0,6.0,24,280.0,4.0,0.33,8,decelerating,16.2,15.11,7.11,10.43,0.0,275.35,6.608
VCV_MildARDS_C040_R006_VT04_RR024_PEEP16_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.922919+00:00,True,,40.0,6.0,24,280.0,4.0,1.0,16,square,24.38,23.0,7.0,18.94,0.04,277.76,6.666
VCV_MildARDS_C040_R006_VT04_RR024_PEEP16_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.923313+00:00,True,,40.0,6.0,24,280.0,4.0,1.0,16,decelerating,23.37,23.06,7.06,19.49,0.04,277.76,6.666
VCV_MildARDS_C040_R006_VT04_RR024_PEEP16_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.923706+00:00,True,,40.0,6.0,24,280.0,4.0,0.5,16,square,25.0,22.97,6.97,18.39,0.01,275.52,6.612
VCV_MildARDS_C040_R006_VT04_RR024_PEEP16_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.924107+00:00,True,,40.0,6.0,24,280.0,4.0,0.5,16,decelerating,23.67,23.06,7.06,18.77,0.01,275.52,6.612
VCV_MildARDS_C040_R006_VT04_RR024_PEEP16_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.924503+00:00,True,,40.0,6.0,24,280.0,4.0,0.33,16,square,25.71,23.0,7.0,18.14,0.0,275.35,6.608
VCV_MildARDS_C040_R006_VT04_RR024_PEEP16_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.924909+00:00,True,,40.0,6.0,24,280.0,4.0,0.33,16,decelerating,24.2,23.11,7.11,18.43,0.0,275.35,6.608
VCV_MildARDS_C040_R006_VT04_RR024_PEEP20_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.925297+00:00,True,,40.0,6.0,24,280.0,4.0,1.0,20,square,28.38,27.0,7.0,22.94,0.04,277.76,6.666
VCV_MildARDS_C040_R006_VT04_RR024_PEEP20_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.925699+00:00,True,,40.0,6.0,24,280.0,4.0,1.0,20,decelerating,27.37,27.06,7.06,23.49,0.04,277.76,6.666
VCV_MildARDS_C040_R006_VT04_RR024_PEEP20_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.926119+00:00,True,,40.0,6.0,24,280.0,4.0,0.5,20,square,29.0,26.97,6.97,22.39,0.01,275.52,6.612
VCV_MildARDS_C040_R006_VT04_RR024_PEEP20_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.926516+00:00,True,,40.0,6.0,24,280.0,4.0,0.5,20,decelerating,27.67,27.06,7.06,22.77,0.01,275.52,6.612
VCV_MildARDS_C040_R006_VT04_RR024_PEEP20_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.926935+00:00,True,,40.0,6.0,24,280.0,4.0,0.33,20,square,29.71,27.0,7.0,22.14,0.0,275.35,6.608
VCV_MildARDS_C040_R006_VT04_RR024_PEEP20_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.927341+00:00,True,,40.0,6.0,24,280.0,4.0,0.33,20,decelerating,28.2,27.11,7.11,22.43,0.0,275.35,6.608
VCV_MildARDS_C040_R006_VT04_RR030_PEEP00_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.927785+00:00,True,,40.0,6.0,30,280.0,4.0,1.0,0,square,8.8,7.0,7.0,3.24,0.12,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP00_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.928170+00:00,True,,40.0,6.0,30,280.0,4.0,1.0,0,decelerating,7.61,7.07,7.07,3.78,0.12,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP00_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.928567+00:00,True,,40.0,6.0,30,280.0,4.0,0.5,0,square,9.58,7.04,7.04,2.7,0.03,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP00_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.928968+00:00,True,,40.0,6.0,30,280.0,4.0,0.5,0,decelerating,8.11,7.14,7.14,3.08,0.03,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP00_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.929379+00:00,True,,40.0,6.0,30,280.0,4.0,0.33,0,square,10.45,7.05,7.05,2.44,0.01,276.48,8.294
VCV_MildARDS_C040_R006_VT04_RR030_PEEP00_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.929773+00:00,True,,40.0,6.0,30,280.0,4.0,0.33,0,decelerating,8.9,7.19,7.19,2.75,0.01,276.48,8.294
VCV_MildARDS_C040_R006_VT04_RR030_PEEP08_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.930163+00:00,True,,40.0,6.0,30,280.0,4.0,1.0,8,square,16.8,15.0,7.0,11.24,0.12,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP08_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.930543+00:00,True,,40.0,6.0,30,280.0,4.0,1.0,8,decelerating,15.61,15.07,7.07,11.78,0.12,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP08_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.930941+00:00,True,,40.0,6.0,30,280.0,4.0,0.5,8,square,17.58,15.04,7.04,10.7,0.03,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP08_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.931335+00:00,True,,40.0,6.0,30,280.0,4.0,0.5,8,decelerating,16.11,15.14,7.14,11.08,0.03,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP08_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.931724+00:00,True,,40.0,6.0,30,280.0,4.0,0.33,8,square,18.45,15.05,7.05,10.44,0.01,276.48,8.294
VCV_MildARDS_C040_R006_VT04_RR030_PEEP08_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.932112+00:00,True,,40.0,6.0,30,280.0,4.0,0.33,8,decelerating,16.9,15.19,7.19,10.75,0.01,276.48,8.294
VCV_MildARDS_C040_R006_VT04_RR030_PEEP16_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.932491+00:00,True,,40.0,6.0,30,280.0,4.0,1.0,16,square,24.8,23.0,7.0,19.24,0.12,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP16_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.932897+00:00,True,,40.0,6.0,30,280.0,4.0,1.0,16,decelerating,23.61,23.07,7.07,19.78,0.12,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP16_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.933291+00:00,True,,40.0,6.0,30,280.0,4.0,0.5,16,square,25.58,23.04,7.04,18.7,0.03,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP16_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.933692+00:00,True,,40.0,6.0,30,280.0,4.0,0.5,16,decelerating,24.11,23.14,7.14,19.08,0.03,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP16_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.934079+00:00,True,,40.0,6.0,30,280.0,4.0,0.33,16,square,26.45,23.05,7.05,18.44,0.01,276.48,8.294
VCV_MildARDS_C040_R006_VT04_RR030_PEEP16_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.934474+00:00,True,,40.0,6.0,30,280.0,4.0,0.33,16,decelerating,24.9,23.19,7.19,18.75,0.01,276.48,8.294
VCV_MildARDS_C040_R006_VT04_RR030_PEEP20_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.934851+00:00,True,,40.0,6.0,30,280.0,4.0,1.0,20,square,28.8,27.0,7.0,23.24,0.12,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP20_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.935232+00:00,True,,40.0,6.0,30,280.0,4.0,1.0,20,decelerating,27.61,27.07,7.07,23.78,0.12,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP20_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.935634+00:00,True,,40.0,6.0,30,280.0,4.0,0.5,20,square,29.58,27.04,7.04,22.7,0.03,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP20_IE050_DEC,Mild ARDS,2026-05-07T05:39:47.936035+00:00,True,,40.0,6.0,30,280.0,4.0,0.5,20,decelerating,28.11,27.14,7.14,23.08,0.03,277.2,8.316
VCV_MildARDS_C040_R006_VT04_RR030_PEEP20_IE033_SQR,Mild ARDS,2026-05-07T05:39:47.936422+00:00,True,,40.0,6.0,30,280.0,4.0,0.33,20,square,30.45,27.05,7.05,22.44,0.01,276.48,8.294
VCV_MildARDS_C040_R006_VT04_RR030_PEEP20_IE033_DEC,Mild ARDS,2026-05-07T05:39:47.936810+00:00,True,,40.0,6.0,30,280.0,4.0,0.33,20,decelerating,28.9,27.19,7.19,22.75,0.01,276.48,8.294
VCV_MildARDS_C040_R006_VT06_RR008_PEEP00_IE100_SQR,Mild ARDS,2026-05-07T05:39:47.937266+00:00,True,,40.0,6.0,8,420.0,6.0,1.0,0,square,11.17,10.5,10.5,3.26,0.0,418.88,3.351
VCV_MildARDS_C040_R006_VT06_RR008_PEEP00_IE100_DEC,Mild ARDS,2026-05-07T05:39:47.937721+00:00,True,,40.0,6.0,8,420.0,6.0,1.0,0,decelerating,10.57,10.53,10.53,4.11,0.0,418.88,3.351
VCV_MildARDS_C040_R006_VT06_RR008_PEEP00_IE050_SQR,Mild ARDS,2026-05-07T05:39:47.938182+00:00,True,,40.0,6.0,8,420.0,6.0,0.5,0,square,11.51,10.5,10.5,2.42,0.0,418.32,3.347
